# STN,YYYYMMDD,H,FH,T,RH,R
260,20150101,1,40,24,0,0
260,20150101,2,40,22,0,0
260,20150101,3,40,16,0,0
260,20150101,4,40,13,0,0
260,20150101,5,40,12,0,0
260,20150101,6,50,15,0,0
260,20150101,7,50,16,0,0
260,20150101,8,50,17,0,0
260,20150101,9,50,18,0,0
260,20150101,10,50,24,0,0
260,20150101,11,50,31,0,0
260,20150101,12,60,35,0,0
260,20150101,13,60,41,0,0
260,20150101,14,60,42,0,0
260,20150101,15,50,40,0,0
260,20150101,16,50,40,0,0
260,20150101,17,50,40,0,0
260,20150101,18,60,39,0,0
260,20150101,19,60,35,0,0
260,20150101,20,60,36,0,0
260,20150101,21,70,35,0,0
260,20150101,22,60,37,0,0
260,20150101,23,70,40,0,0
260,20150101,24,80,46,-1,1
260,20150102,1,80,50,4,1
260,20150102,2,90,55,1,1
260,20150102,3,90,55,17,1
260,20150102,4,90,65,2,1
260,20150102,5,80,73,4,1
260,20150102,6,80,76,2,1
260,20150102,7,70,92,13,1
260,20150102,8,50,98,-1,1
260,20150102,9,60,89,0,0
260,20150102,10,60,86,0,0
260,20150102,11,60,88,0,0
260,20150102,12,60,88,0,0
260,20150102,13,70,88,0,0
260,20150102,14,60,83,0,0
260,20150102,15,60,77,0,0
260,20150102,16,50,70,0,0
260,20150102,17,50,70,0,0
260,20150102,18,50,70,0,0
260,20150102,19,50,67,0,0
260,20150102,20,40,61,0,0
260,20150102,21,40,61,0,0
260,20150102,22,40,62,0,0
260,20150102,23,40,60,0,0
260,20150102,24,40,59,0,0
260,20150103,1,30,48,0,0
260,20150103,2,30,38,0,0
260,20150103,3,30,42,0,0
260,20150103,4,30,44,0,0
260,20150103,5,40,41,0,0
260,20150103,6,40,43,0,0
260,20150103,7,50,41,0,0
260,20150103,8,50,50,0,0
260,20150103,9,50,40,1,1
260,20150103,10,40,39,5,1
260,20150103,11,50,39,5,1
260,20150103,12,40,36,1,1
260,20150103,13,40,34,-1,1
260,20150103,14,40,30,0,0
260,20150103,15,30,29,0,0
260,20150103,16,20,27,3,1
260,20150103,17,10,27,-1,1
260,20150103,18,20,30,0,0
260,20150103,19,20,33,0,0
260,20150103,20,30,41,-1,1
260,20150103,21,20,43,-1,1
260,20150103,22,30,44,-1,1
260,20150103,23,20,39,0,0
260,20150103,24,20,39,0,0
260,20150104,1,20,34,0,0
260,20150104,2,20,34,0,0
260,20150104,3,20,32,-1,1
260,20150104,4,20,39,0,0
260,20150104,5,20,25,0,0
260,20150104,6,20,37,-1,1
260,20150104,7,20,28,-1,1
260,20150104,8,20,23,0,0
260,20150104,9,20,36,-1,1
260,20150104,10,20,54,0,0
260,20150104,11,30,67,0,0
260,20150104,12,30,74,0,0
260,20150104,13,30,79,-1,1
260,20150104,14,30,77,0,0
260,20150104,15,30,68,0,0
260,20150104,16,30,54,0,0
260,20150104,17,30,48,0,0
260,20150104,18,20,38,0,0
260,20150104,19,20,29,0,0
260,20150104,20,20,15,0,0
260,20150104,21,20,9,0,0
260,20150104,22,20,11,0,0
260,20150104,23,30,11,0,0
260,20150104,24,30,16,0,0
260,20150105,1,30,14,0,0
260,20150105,2,40,14,0,0
260,20150105,3,40,17,0,0
260,20150105,4,30,23,0,0
260,20150105,5,30,26,0,0
260,20150105,6,30,25,0,0
260,20150105,7,30,22,0,0
260,20150105,8,30,17,0,0
260,20150105,9,30,10,0,0
260,20150105,10,40,11,0,0
260,20150105,11,50,13,0,0
260,20150105,12,40,17,0,0
260,20150105,13,30,25,0,0
260,20150105,14,30,27,0,0
260,20150105,15,30,27,0,0
260,20150105,16,30,29,0,0
260,20150105,17,30,29,0,0
260,20150105,18,30,30,0,0
260,20150105,19,20,31,0,0
260,20150105,20,20,31,0,0
260,20150105,21,20,32,0,0
260,20150105,22,10,33,0,0
260,20150105,23,20,37,0,0
260,20150105,24,20,36,0,0
260,20150106,1,20,37,0,0
260,20150106,2,20,35,0,0
260,20150106,3,20,32,0,0
260,20150106,4,30,31,0,0
260,20150106,5,30,29,0,0
260,20150106,6,40,24,0,0
260,20150106,7,30,12,0,0
260,20150106,8,30,8,0,0
260,20150106,9,30,7,0,0
260,20150106,10,30,13,0,0
260,20150106,11,30,19,0,0
260,20150106,12,30,30,0,0
260,20150106,13,40,27,0,0
260,20150106,14,40,24,0,0
260,20150106,15,40,21,0,0
260,20150106,16,30,23,0,0
260,20150106,17,40,24,0,0
260,20150106,18,40,24,0,0
260,20150106,19,40,23,6,1
260,20150106,20,40,28,5,1
260,20150106,21,40,38,4,1
260,20150106,22,30,52,-1,1
260,20150106,23,20,56,0,0
260,20150106,24,20,53,3,1
260,20150107,1,20,54,0,0
260,20150107,2,30,52,0,0
260,20150107,3,20,45,0,0
260,20150107,4,20,42,0,0
260,20150107,5,20,30,0,0
260,20150107,6,20,26,0,0
260,20150107,7,30,31,0,0
260,20150107,8,30,29,0,0
260,20150107,9,40,34,0,0
260,20150107,10,40,46,0,0
260,20150107,11,50,58,0,0
260,20150107,12,50,61,0,0
260,20150107,13,50,72,0,0
260,20150107,14,50,67,0,0
260,20150107,15,50,61,0,0
260,20150107,16,40,56,0,0
260,20150107,17,40,52,0,0
260,20150107,18,50,45,0,0
260,20150107,19,50,43,0,0
260,20150107,20,60,37,0,0
260,20150107,21,60,37,0,0
260,20150107,22,60,38,0,0
260,20150107,23,60,37,1,1
260,20150107,24,60,36,11,1
260,20150108,1,60,43,10,1
260,20150108,2,70,47,8,1
260,20150108,3,70,53,10,1
260,20150108,4,70,57,10,1
260,20150108,5,60,60,-1,1
260,20150108,6,60,70,-1,1
260,20150108,7,70,76,0,0
260,20150108,8,70,77,-1,1
260,20150108,9,70,78,2,1
260,20150108,10,60,79,-1,1
260,20150108,11,60,79,16,1
260,20150108,12,50,80,40,1
260,20150108,13,40,80,23,1
260,20150108,14,40,72,30,1
260,20150108,15,40,62,23,1
260,20150108,16,30,61,4,1
260,20150108,17,40,61,-1,1
260,20150108,18,40,61,0,0
260,20150108,19,50,60,0,0
260,20150108,20,50,67,0,0
260,20150108,21,40,65,0,0
260,20150108,22,40,62,0,0
260,20150108,23,40,58,0,0
260,20150108,24,50,58,0,0
260,20150109,1,60,63,0,0
260,20150109,2,60,65,0,0
260,20150109,3,60,66,0,0
260,20150109,4,90,81,0,0
260,20150109,5,100,78,1,1
260,20150109,6,110,84,0,0
260,20150109,7,110,81,0,0
260,20150109,8,100,82,0,0
260,20150109,9,100,86,0,0
260,20150109,10,90,99,0,0
260,20150109,11,90,110,0,0
260,20150109,12,80,114,0,0
260,20150109,13,80,116,0,0
260,20150109,14,80,114,0,0
260,20150109,15,70,111,-1,1
260,20150109,16,60,110,-1,1
260,20150109,17,70,88,6,1
260,20150109,18,50,91,30,1
260,20150109,19,60,97,21,1
260,20150109,20,70,114,22,1
260,20150109,21,90,124,4,1
260,20150109,22,90,136,1,1
260,20150109,23,80,128,0,0
260,20150109,24,90,132,0,0
260,20150110,1,100,128,0,0
260,20150110,2,90,126,0,0
260,20150110,3,80,119,0,0
260,20150110,4,90,116,0,0
260,20150110,5,110,115,0,0
260,20150110,6,110,114,0,0
260,20150110,7,110,111,0,0
260,20150110,8,110,116,-1,1
260,20150110,9,110,119,0,0
260,20150110,10,110,124,0,0
260,20150110,11,110,124,-1,1
260,20150110,12,110,124,-1,1
260,20150110,13,100,98,32,1
260,20150110,14,70,94,1,1
260,20150110,15,70,88,1,1
260,20150110,16,70,79,0,0
260,20150110,17,70,72,0,0
260,20150110,18,70,70,0,0
260,20150110,19,60,66,0,0
260,20150110,20,60,62,0,0
260,20150110,21,50,58,0,0
260,20150110,22,50,56,0,0
260,20150110,23,50,58,0,0
260,20150110,24,50,54,0,0
260,20150111,1,50,54,0,0
260,20150111,2,50,53,0,0
260,20150111,3,50,50,0,0
260,20150111,4,60,53,0,0
260,20150111,5,60,53,0,0
260,20150111,6,70,56,-1,1
260,20150111,7,70,52,-1,1
260,20150111,8,70,54,-1,1
260,20150111,9,70,54,-1,1
260,20150111,10,70,60,0,0
260,20150111,11,70,64,0,0
260,20150111,12,80,66,0,0
260,20150111,13,70,68,0,0
260,20150111,14,80,68,0,0
260,20150111,15,70,68,0,0
260,20150111,16,60,70,0,0
260,20150111,17,60,71,-1,1
260,20150111,18,70,67,8,1
260,20150111,19,70,72,-1,1
260,20150111,20,50,68,3,1
260,20150111,21,50,68,3,1
260,20150111,22,60,80,-1,1
260,20150111,23,70,81,-1,1
260,20150111,24,60,77,0,0
260,20150112,1,60,81,0,0
260,20150112,2,60,81,0,0
260,20150112,3,60,78,0,0
260,20150112,4,70,73,0,0
260,20150112,5,80,77,0,0
260,20150112,6,80,73,-1,1
260,20150112,7,80,69,4,1
260,20150112,8,80,68,2,1
260,20150112,9,90,65,2,1
260,20150112,10,80,76,-1,1
260,20150112,11,80,79,0,0
260,20150112,12,80,84,0,0
260,20150112,13,80,87,0,0
260,20150112,14,90,90,0,0
260,20150112,15,100,86,-1,1
260,20150112,16,90,91,0,0
260,20150112,17,90,91,0,0
260,20150112,18,90,86,-1,1
260,20150112,19,80,90,4,1
260,20150112,20,90,91,4,1
260,20150112,21,80,95,-1,1
260,20150112,22,90,94,1,1
260,20150112,23,80,97,1,1
260,20150112,24,80,102,1,1
260,20150113,1,90,101,4,1
260,20150113,2,80,98,14,1
260,20150113,3,80,103,6,1
260,20150113,4,90,108,-1,1
260,20150113,5,90,107,-1,1
260,20150113,6,90,98,1,1
260,20150113,7,80,95,9,1
260,20150113,8,80,97,8,1
260,20150113,9,70,100,8,1
260,20150113,10,50,88,19,1
260,20150113,11,50,89,17,1
260,20150113,12,50,87,8,1
260,20150113,13,50,86,2,1
260,20150113,14,50,82,6,1
260,20150113,15,50,79,1,1
260,20150113,16,50,82,1,1
260,20150113,17,50,84,-1,1
260,20150113,18,60,82,0,0
260,20150113,19,70,77,0,0
260,20150113,20,60,71,0,0
260,20150113,21,50,69,0,0
260,20150113,22,50,65,0,0
260,20150113,23,50,65,7,1
260,20150113,24,50,44,29,1
260,20150114,1,60,46,6,1
260,20150114,2,50,53,1,1
260,20150114,3,70,50,0,0
260,20150114,4,60,50,0,0
260,20150114,5,70,51,0,0
260,20150114,6,90,35,1,1
260,20150114,7,60,35,0,0
260,20150114,8,60,41,0,0
260,20150114,9,60,32,5,1
260,20150114,10,50,44,2,1
260,20150114,11,70,41,0,0
260,20150114,12,70,46,0,0
260,20150114,13,60,41,4,1
260,20150114,14,50,58,-1,1
260,20150114,15,50,54,0,0
260,20150114,16,40,48,0,0
260,20150114,17,40,42,0,0
260,20150114,18,40,35,0,0
260,20150114,19,50,34,0,0
260,20150114,20,40,32,0,0
260,20150114,21,50,40,0,0
260,20150114,22,60,44,0,0
260,20150114,23,60,47,0,0
260,20150114,24,70,60,-1,1
260,20150115,1,80,60,-1,1
260,20150115,2,80,65,1,1
260,20150115,3,80,64,9,1
260,20150115,4,80,71,8,1
260,20150115,5,90,80,6,1
260,20150115,6,90,85,3,1
260,20150115,7,90,93,1,1
260,20150115,8,80,97,5,1
260,20150115,9,100,102,-1,1
260,20150115,10,110,101,-1,1
260,20150115,11,100,94,2,1
260,20150115,12,70,81,15,1
260,20150115,13,50,75,4,1
260,20150115,14,50,73,15,1
260,20150115,15,50,74,7,1
260,20150115,16,70,83,-1,1
260,20150115,17,70,87,0,0
260,20150115,18,90,83,3,1
260,20150115,19,80,78,1,1
260,20150115,20,80,76,0,0
260,20150115,21,80,73,0,0
260,20150115,22,70,70,0,0
260,20150115,23,70,73,0,0
260,20150115,24,90,66,0,0
260,20150116,1,90,64,0,0
260,20150116,2,80,61,0,0
260,20150116,3,70,57,0,0
260,20150116,4,60,56,0,0
260,20150116,5,60,51,0,0
260,20150116,6,50,51,0,0
260,20150116,7,60,47,0,0
260,20150116,8,50,44,0,0
260,20150116,9,60,47,0,0
260,20150116,10,50,56,0,0
260,20150116,11,40,69,0,0
260,20150116,12,50,74,0,0
260,20150116,13,50,81,0,0
260,20150116,14,50,81,0,0
260,20150116,15,50,76,0,0
260,20150116,16,40,60,0,0
260,20150116,17,30,53,0,0
260,20150116,18,30,62,0,0
260,20150116,19,40,45,11,1
260,20150116,20,20,39,6,1
260,20150116,21,20,39,-1,1
260,20150116,22,20,41,0,0
260,20150116,23,20,37,0,0
260,20150116,24,20,31,0,0
260,20150117,1,20,30,0,0
260,20150117,2,20,22,0,0
260,20150117,3,20,15,0,0
260,20150117,4,20,11,0,0
260,20150117,5,20,9,0,0
260,20150117,6,20,11,0,0
260,20150117,7,30,13,0,0
260,20150117,8,20,-9,0,0
260,20150117,9,30,19,0,0
260,20150117,10,30,40,0,0
260,20150117,11,40,49,0,0
260,20150117,12,40,57,0,0
260,20150117,13,50,59,0,0
260,20150117,14,60,56,0,0
260,20150117,15,60,47,0,0
260,20150117,16,50,33,0,0
260,20150117,17,40,32,0,0
260,20150117,18,50,33,0,0
260,20150117,19,50,30,0,0
260,20150117,20,50,31,0,0
260,20150117,21,50,32,0,0
260,20150117,22,50,30,0,0
260,20150117,23,50,32,0,0
260,20150117,24,50,31,0,0
260,20150118,1,40,30,0,0
260,20150118,2,40,26,0,0
260,20150118,3,40,27,0,0
260,20150118,4,30,27,0,0
260,20150118,5,40,27,0,0
260,20150118,6,40,28,-1,1
260,20150118,7,40,24,1,1
260,20150118,8,40,20,3,1
260,20150118,9,40,19,1,1
260,20150118,10,30,24,-1,1
260,20150118,11,40,31,-1,1
260,20150118,12,40,32,2,1
260,20150118,13,40,26,5,1
260,20150118,14,40,15,8,1
260,20150118,15,20,19,1,1
260,20150118,16,20,19,4,1
260,20150118,17,20,21,3,1
260,20150118,18,20,20,2,1
260,20150118,19,20,18,6,1
260,20150118,20,10,17,6,1
260,20150118,21,10,15,4,1
260,20150118,22,10,14,1,1
260,20150118,23,10,12,-1,1
260,20150118,24,10,10,-1,1
260,20150119,1,10,9,-1,1
260,20150119,2,10,10,-1,1
260,20150119,3,10,11,0,0
260,20150119,4,10,10,0,0
260,20150119,5,10,10,0,0
260,20150119,6,10,9,0,0
260,20150119,7,10,7,0,0
260,20150119,8,10,7,0,0
260,20150119,9,10,10,0,0
260,20150119,10,10,10,0,0
260,20150119,11,10,11,0,0
260,20150119,12,10,15,0,0
260,20150119,13,10,14,0,0
260,20150119,14,10,14,0,0
260,20150119,15,10,13,0,0
260,20150119,16,10,12,0,0
260,20150119,17,10,12,0,0
260,20150119,18,10,12,0,0
260,20150119,19,10,12,0,0
260,20150119,20,20,11,0,0
260,20150119,21,20,10,0,0
260,20150119,22,20,8,0,0
260,20150119,23,20,6,0,0
260,20150119,24,20,5,0,0
260,20150120,1,10,5,0,0
260,20150120,2,10,6,0,0
260,20150120,3,10,6,0,0
260,20150120,4,10,7,0,0
260,20150120,5,10,7,0,0
260,20150120,6,20,10,0,0
260,20150120,7,20,11,0,0
260,20150120,8,20,9,0,0
260,20150120,9,10,12,0,0
260,20150120,10,20,14,0,0
260,20150120,11,20,22,0,0
260,20150120,12,20,30,0,0
260,20150120,13,20,35,0,0
260,20150120,14,30,27,0,0
260,20150120,15,20,28,0,0
260,20150120,16,20,19,0,0
260,20150120,17,20,6,0,0
260,20150120,18,10,-12,0,0
260,20150120,19,20,4,0,0
260,20150120,20,20,5,0,0
260,20150120,21,20,-18,0,0
260,20150120,22,20,-19,0,0
260,20150120,23,20,-21,0,0
260,20150120,24,20,-10,0,0
260,20150121,1,20,-10,0,0
260,20150121,2,20,-13,0,0
260,20150121,3,20,-13,0,0
260,20150121,4,20,-12,0,0
260,20150121,5,20,-14,0,0
260,20150121,6,30,-15,0,0
260,20150121,7,30,-17,0,0
260,20150121,8,30,-15,0,0
260,20150121,9,30,-11,0,0
260,20150121,10,30,-3,0,0
260,20150121,11,40,4,0,0
260,20150121,12,40,11,0,0
260,20150121,13,40,13,0,0
260,20150121,14,40,14,0,0
260,20150121,15,40,13,0,0
260,20150121,16,30,7,0,0
260,20150121,17,40,3,0,0
260,20150121,18,30,-1,0,0
260,20150121,19,30,-4,0,0
260,20150121,20,30,-6,0,0
260,20150121,21,30,-11,0,0
260,20150121,22,30,-11,0,0
260,20150121,23,30,-14,0,0
260,20150121,24,20,-19,0,0
260,20150122,1,30,-24,0,0
260,20150122,2,30,-28,0,0
260,20150122,3,30,-23,0,0
260,20150122,4,30,-22,0,0
260,20150122,5,50,-20,0,0
260,20150122,6,50,-21,0,0
260,20150122,7,40,-23,0,0
260,20150122,8,40,-20,0,0
260,20150122,9,40,-15,0,0
260,20150122,10,30,-9,0,0
260,20150122,11,40,-11,0,0
260,20150122,12,40,-9,0,0
260,20150122,13,40,-9,0,0
260,20150122,14,40,-4,0,0
260,20150122,15,30,-1,0,0
260,20150122,16,30,0,0,0
260,20150122,17,20,0,0,0
260,20150122,18,20,2,0,0
260,20150122,19,20,4,0,0
260,20150122,20,30,2,0,0
260,20150122,21,30,-6,0,0
260,20150122,22,30,-12,0,0
260,20150122,23,30,-17,0,0
260,20150122,24,20,-27,0,0
260,20150123,1,30,-26,0,0
260,20150123,2,20,-29,0,0
260,20150123,3,10,-49,0,0
260,20150123,4,10,-55,0,0
260,20150123,5,10,-53,0,0
260,20150123,6,10,-39,0,0
260,20150123,7,10,-38,0,0
260,20150123,8,10,-38,0,0
260,20150123,9,10,-38,0,0
260,20150123,10,10,-34,0,0
260,20150123,11,20,-28,0,0
260,20150123,12,20,-24,0,0
260,20150123,13,20,-17,0,0
260,20150123,14,20,-16,0,0
260,20150123,15,20,-14,0,0
260,20150123,16,20,-18,0,0
260,20150123,17,20,-20,0,0
260,20150123,18,30,-19,0,0
260,20150123,19,40,-23,0,0
260,20150123,20,40,-26,0,0
260,20150123,21,50,-24,0,0
260,20150123,22,40,-21,0,0
260,20150123,23,50,-19,0,0
260,20150123,24,60,-16,0,0
260,20150124,1,60,-14,0,0
260,20150124,2,60,-9,0,0
260,20150124,3,60,-6,0,0
260,20150124,4,60,-4,11,1
260,20150124,5,50,-1,35,0
260,20150124,6,40,0,16,0
260,20150124,7,40,3,18,1
260,20150124,8,30,6,6,1
260,20150124,9,20,9,-1,1
260,20150124,10,10,20,0,0
260,20150124,11,20,50,0,0
260,20150124,12,30,59,0,0
260,20150124,13,40,63,0,0
260,20150124,14,50,67,0,0
260,20150124,15,40,59,-1,1
260,20150124,16,30,54,0,0
260,20150124,17,20,39,0,0
260,20150124,18,20,33,0,0
260,20150124,19,20,30,0,0
260,20150124,20,20,25,0,0
260,20150124,21,20,20,0,0
260,20150124,22,20,9,0,0
260,20150124,23,20,10,0,0
260,20150124,24,10,-5,0,0
260,20150125,1,10,-16,0,0
260,20150125,2,10,-21,0,0
260,20150125,3,20,14,0,0
260,20150125,4,10,19,0,0
260,20150125,5,20,23,0,0
260,20150125,6,20,22,0,0
260,20150125,7,20,23,0,0
260,20150125,8,20,33,0,0
260,20150125,9,20,39,-1,1
260,20150125,10,30,44,1,1
260,20150125,11,30,44,2,1
260,20150125,12,30,51,-1,1
260,20150125,13,30,53,0,0
260,20150125,14,30,54,0,0
260,20150125,15,20,56,0,0
260,20150125,16,30,56,-1,1
260,20150125,17,30,55,-1,1
260,20150125,18,30,51,0,0
260,20150125,19,30,51,-1,1
260,20150125,20,40,50,0,0
260,20150125,21,40,48,0,0
260,20150125,22,40,48,-1,1
260,20150125,23,40,49,0,0
260,20150125,24,30,46,0,0
260,20150126,1,40,48,0,0
260,20150126,2,40,49,0,0
260,20150126,3,30,47,-1,1
260,20150126,4,40,45,-1,1
260,20150126,5,40,45,0,0
260,20150126,6,30,45,3,1
260,20150126,7,30,47,4,1
260,20150126,8,40,56,-1,1
260,20150126,9,30,59,1,1
260,20150126,10,30,61,1,1
260,20150126,11,30,73,2,1
260,20150126,12,30,82,10,1
260,20150126,13,40,82,4,1
260,20150126,14,40,81,2,1
260,20150126,15,40,76,0,0
260,20150126,16,40,70,0,0
260,20150126,17,40,67,0,0
260,20150126,18,40,64,0,0
260,20150126,19,40,62,0,0
260,20150126,20,40,57,-1,1
260,20150126,21,30,55,3,1
260,20150126,22,30,51,1,1
260,20150126,23,30,43,-1,1
260,20150126,24,30,45,0,0
260,20150127,1,30,48,0,0
260,20150127,2,20,39,0,0
260,20150127,3,20,39,0,0
260,20150127,4,30,36,0,0
260,20150127,5,30,41,0,0
260,20150127,6,20,40,0,0
260,20150127,7,20,39,0,0
260,20150127,8,20,38,0,0
260,20150127,9,20,52,0,0
260,20150127,10,20,64,0,0
260,20150127,11,30,68,0,0
260,20150127,12,40,71,0,0
260,20150127,13,40,73,0,0
260,20150127,14,40,71,0,0
260,20150127,15,40,69,0,0
260,20150127,16,30,65,0,0
260,20150127,17,40,60,0,0
260,20150127,18,30,53,0,0
260,20150127,19,30,49,0,0
260,20150127,20,20,39,0,0
260,20150127,21,20,33,0,0
260,20150127,22,20,37,0,0
260,20150127,23,30,49,1,1
260,20150127,24,30,50,-1,1
260,20150128,1,30,54,0,0
260,20150128,2,40,51,0,0
260,20150128,3,40,51,0,0
260,20150128,4,50,53,0,0
260,20150128,5,50,52,0,0
260,20150128,6,50,53,0,0
260,20150128,7,60,54,0,0
260,20150128,8,70,57,0,0
260,20150128,9,70,55,-1,1
260,20150128,10,70,57,1,1
260,20150128,11,80,63,0,0
260,20150128,12,80,63,-1,1
260,20150128,13,80,61,18,1
260,20150128,14,90,63,20,1
260,20150128,15,100,72,10,1
260,20150128,16,70,36,30,1
260,20150128,17,40,42,3,1
260,20150128,18,50,50,-1,1
260,20150128,19,60,51,0,0
260,20150128,20,60,51,0,0
260,20150128,21,70,48,-1,1
260,20150128,22,70,43,0,0
260,20150128,23,60,45,0,0
260,20150128,24,50,40,0,0
260,20150129,1,50,36,0,0
260,20150129,2,50,37,0,0
260,20150129,3,60,26,10,1
260,20150129,4,60,20,2,1
260,20150129,5,50,25,2,1
260,20150129,6,40,33,-1,1
260,20150129,7,50,29,1,1
260,20150129,8,50,22,-1,1
260,20150129,9,50,24,-1,1
260,20150129,10,70,24,1,1
260,20150129,11,70,16,13,1
260,20150129,12,50,27,12,1
260,20150129,13,40,34,4,1
260,20150129,14,50,41,1,1
260,20150129,15,50,44,3,1
260,20150129,16,50,36,-1,1
260,20150129,17,40,33,3,1
260,20150129,18,50,15,1,1
260,20150129,19,30,22,9,1
260,20150129,20,30,12,32,1
260,20150129,21,20,13,12,1
260,20150129,22,10,2,25,1
260,20150129,23,20,4,10,0
260,20150129,24,40,2,9,0
260,20150130,1,50,6,9,0
260,20150130,2,30,2,13,0
260,20150130,3,30,2,8,0
260,20150130,4,20,2,-1,0
260,20150130,5,20,-3,0,0
260,20150130,6,30,-2,0,0
260,20150130,7,20,-2,0,0
260,20150130,8,30,6,0,0
260,20150130,9,20,14,0,0
260,20150130,10,30,19,0,0
260,20150130,11,30,35,0,0
260,20150130,12,30,35,0,0
260,20150130,13,40,41,0,0
260,20150130,14,30,36,0,0
260,20150130,15,30,30,0,0
260,20150130,16,30,28,0,0
260,20150130,17,40,27,-1,1
260,20150130,18,30,6,16,1
260,20150130,19,30,3,13,0
260,20150130,20,40,13,8,1
260,20150130,21,50,27,2,1
260,20150130,22,30,25,5,1
260,20150130,23,20,25,9,1
260,20150130,24,20,22,-1,1
260,20150131,1,20,19,0,0
260,20150131,2,20,12,0,0
260,20150131,3,20,1,0,0
260,20150131,4,20,1,0,0
260,20150131,5,20,6,0,0
260,20150131,6,20,-4,0,0
260,20150131,7,10,-21,0,0
260,20150131,8,30,5,0,0
260,20150131,9,30,11,0,0
260,20150131,10,30,16,1,1
260,20150131,11,30,28,-1,1
260,20150131,12,30,33,0,0
260,20150131,13,40,35,0,0
260,20150131,14,30,38,0,0
260,20150131,15,30,39,0,0
260,20150131,16,40,24,-1,1
260,20150131,17,20,19,-1,1
260,20150131,18,10,8,1,1
260,20150131,19,20,2,0,0
260,20150131,20,10,-5,0,0
260,20150131,21,20,-12,0,0
260,20150131,22,20,-1,0,0
260,20150131,23,20,-5,0,0
260,20150131,24,20,-12,0,0
260,20150201,1,20,2,0,0
260,20150201,2,30,7,-1,1
260,20150201,3,30,6,0,0
260,20150201,4,20,8,0,0
260,20150201,5,20,10,1,1
260,20150201,6,20,16,4,1
260,20150201,7,20,26,-1,1
260,20150201,8,30,30,-1,1
260,20150201,9,20,35,0,0
260,20150201,10,30,34,0,0
260,20150201,11,30,37,0,0
260,20150201,12,20,39,0,0
260,20150201,13,10,56,-1,1
260,20150201,14,20,38,6,1
260,20150201,15,20,47,-1,1
260,20150201,16,30,38,0,0
260,20150201,17,20,21,0,0
260,20150201,18,20,20,0,0
260,20150201,19,20,25,0,0
260,20150201,20,20,26,0,0
260,20150201,21,20,23,0,0
260,20150201,22,30,31,-1,1
260,20150201,23,30,31,-1,1
260,20150201,24,40,20,10,1
260,20150202,1,40,14,5,1
260,20150202,2,30,10,28,1
260,20150202,3,20,12,8,1
260,20150202,4,20,10,0,0
260,20150202,5,30,16,0,0
260,20150202,6,20,12,0,0
260,20150202,7,30,14,1,1
260,20150202,8,30,10,-1,1
260,20150202,9,30,11,3,1
260,20150202,10,20,12,6,1
260,20150202,11,20,21,4,1
260,20150202,12,20,39,-1,1
260,20150202,13,30,40,0,0
260,20150202,14,30,42,0,0
260,20150202,15,30,54,-1,1
260,20150202,16,30,38,-1,1
260,20150202,17,30,28,-1,1
260,20150202,18,20,20,0,0
260,20150202,19,20,16,0,0
260,20150202,20,30,12,0,0
260,20150202,21,30,17,0,0
260,20150202,22,30,14,0,0
260,20150202,23,30,9,0,0
260,20150202,24,30,13,-1,1
260,20150203,1,20,14,1,1
260,20150203,2,20,13,0,0
260,20150203,3,20,8,0,0
260,20150203,4,10,3,0,0
260,20150203,5,10,-14,0,0
260,20150203,6,10,-12,0,0
260,20150203,7,10,-11,0,0
260,20150203,8,10,-14,0,0
260,20150203,9,10,2,0,0
260,20150203,10,10,33,0,0
260,20150203,11,20,47,0,0
260,20150203,12,20,56,0,0
260,20150203,13,30,52,0,0
260,20150203,14,30,63,0,0
260,20150203,15,40,52,0,0
260,20150203,16,30,46,0,0
260,20150203,17,30,23,-1,1
260,20150203,18,20,14,0,0
260,20150203,19,30,22,0,0
260,20150203,20,30,17,0,0
260,20150203,21,20,0,0,0
260,20150203,22,20,9,0,0
260,20150203,23,20,-4,0,0
260,20150203,24,20,-1,0,0
260,20150204,1,20,2,0,0
260,20150204,2,20,-1,0,0
260,20150204,3,20,-5,0,0
260,20150204,4,10,-17,0,0
260,20150204,5,20,-21,0,0
260,20150204,6,20,-18,0,0
260,20150204,7,10,-23,0,0
260,20150204,8,20,-9,0,0
260,20150204,9,20,15,0,0
260,20150204,10,10,30,0,0
260,20150204,11,30,40,0,0
260,20150204,12,30,36,-1,1
260,20150204,13,20,46,0,0
260,20150204,14,30,26,-1,1
260,20150204,15,20,28,-1,1
260,20150204,16,40,25,0,0
260,20150204,17,40,14,0,0
260,20150204,18,20,5,0,0
260,20150204,19,20,-4,0,0
260,20150204,20,20,-20,0,0
260,20150204,21,10,-27,0,0
260,20150204,22,20,-18,0,0
260,20150204,23,20,-28,0,0
260,20150204,24,10,-38,0,0
260,20150205,1,10,-27,0,0
260,20150205,2,10,-27,0,0
260,20150205,3,10,-29,0,0
260,20150205,4,10,-23,0,0
260,20150205,5,20,-15,9,0
260,20150205,6,10,-10,-1,0
260,20150205,7,20,-13,-1,0
260,20150205,8,10,-16,-1,0
260,20150205,9,10,-5,0,0
260,20150205,10,30,0,-1,0
260,20150205,11,30,11,-1,0
260,20150205,12,40,11,0,0
260,20150205,13,50,6,0,0
260,20150205,14,50,13,0,0
260,20150205,15,50,14,0,0
260,20150205,16,50,6,0,0
260,20150205,17,40,-5,0,0
260,20150205,18,40,-3,0,0
260,20150205,19,40,-7,0,0
